0.5,1,1000000,10,1,1.994490623950198,2.0
0.9,1,1000000,10,1,10.059364392432489,10.000000000000002
0.95,1,1000000,10,1,19.682667716434917,19.999999999999982
0.99,1,1000000,10,1,97.16872878254337,99.99999999999991
0.5,1,1000000,10,2,1.2866402034569715,2.0
0.9,1,1000000,10,2,2.9889896299911247,10.000000000000002
0.95,1,1000000,10,2,4.328030892451062,19.999999999999982
0.99,1,1000000,10,2,11.724279509107925,99.99999999999991
0.5,1,1000000,10,5,1.063429444386441,2.0
0.9,1,1000000,10,5,2.126183589506562,10.000000000000002
0.95,1,1000000,10,5,3.201403633958893,19.999999999999982
0.99,1,1000000,10,5,11.59166413917698,99.99999999999991
0.5,1,1000000,10,10,1.02287133519433,2.0
0.9,1,1000000,10,10,1.9185361060181587,10.000000000000002
0.95,1,1000000,10,10,2.8922336518589504,19.999999999999982
0.99,1,1000000,10,10,11.247076774362753,99.99999999999991
